ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador,duplicate_has_anomaly,duplicate_type,duplicate_description,format_has_anomaly,format_type,format_description,temporal_has_anomaly,temporal_type,temporal_description,business_rules_has_anomaly,business_rules_type,business_rules_description,approver_has_anomaly,approver_type,approver_description,amount_has_anomaly,amount_type,amount_description,discount_penalty_has_anomaly,discount_penalty_type,discount_penalty_description,cross_consistency_has_anomaly,cross_consistency_type,cross_consistency_description,total_anomalies,has_any_anomaly
2777,1041,2022-04-22,2023-11-10,1563.74,60 días,Pendiente,60,5,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (567 días) vs esperada (60 días): 507 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-10),2,True
2778,1012,2022-10-24,2023-12-01,9414.68,60 días,Pagado,60,0,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (403 días) vs esperada (60 días): 343 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
2779,1063,2022-02-07,2023-05-21,1910.64,30 días,Pendiente,30,5,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (468 días) vs esperada (30 días): 438 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-05-21),2,True
2780,1016,2022-01-24,2023-06-22,5717.69,60 días,Pagado,30,5,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (514 días) vs esperada (60 días): 454 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2781,1008,2022-08-05,2023-05-20,3832.38,90 días,Pagado,90,5,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (288 días) vs esperada (90 días): 198 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
2782,1040,2022-06-26,2023-05-18,9652.79,60 días,Retrasado,30,5,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (326 días) vs esperada (60 días): 266 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2783,1000,2022-12-25,2023-02-21,2808.07,30 días,Retrasado,30,0,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (58 días) vs esperada (30 días): 28 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2784,1001,2022-02-02,2023-05-12,4056.61,90 días,Pagado,60,10,1,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (464 días) vs esperada (90 días): 374 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2785,1059,2022-10-05,2023-12-03,9830.32,30 días,Pendiente,60,0,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (424 días) vs esperada (30 días): 394 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-03),3,True
2786,1047,2022-01-31,2023-10-28,5411.06,90 días,Pagado,90,5,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (635 días) vs esperada (90 días): 545 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
2787,1028,2022-02-05,2023-07-21,5076.04,60 días,Retrasado,90,5,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (531 días) vs esperada (60 días): 471 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2788,1096,2022-08-30,2023-08-26,2652.01,30 días,Pagado,90,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (361 días) vs esperada (30 días): 331 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
2789,1009,2022-01-17,2023-12-13,7043.5,90 días,Retrasado,90,10,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (695 días) vs esperada (90 días): 605 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),3,True
2790,1057,2022-05-27,2023-05-05,242.29,60 días,Pagado,60,10,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (343 días) vs esperada (60 días): 283 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2791,1059,2022-07-29,2023-12-12,590.18,90 días,Pagado,90,0,2,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (501 días) vs esperada (90 días): 411 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
2792,1020,2022-04-03,2023-10-30,6033.65,30 días,Pendiente,90,10,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (575 días) vs esperada (30 días): 545 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-30),3,True
2793,1027,2022-03-11,2023-04-11,3482.58,30 días,Retrasado,30,5,0,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (396 días) vs esperada (30 días): 366 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
2794,1074,2022-11-25,2023-09-25,9537.83,30 días,Retrasado,90,5,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (304 días) vs esperada (30 días): 274 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2795,1033,2022-11-27,2023-06-23,9041.59,30 días,Retrasado,30,5,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (208 días) vs esperada (30 días): 178 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),3,True
2796,1007,2022-08-04,2023-12-14,7165.69,60 días,Pendiente,60,0,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (497 días) vs esperada (60 días): 437 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-14),2,True
2797,1058,2022-07-11,2023-12-21,8199.64,90 días,Pagado,90,10,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (528 días) vs esperada (90 días): 438 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
2798,1085,2022-07-15,2023-04-04,6706.59,60 días,Pendiente,30,10,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (263 días) vs esperada (60 días): 203 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-04),3,True
2799,1071,2022-08-18,2023-06-11,1343.26,30 días,Pagado,90,10,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (297 días) vs esperada (30 días): 267 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2800,1048,2022-07-13,2023-10-09,7678.88,90 días,Pendiente,30,10,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (453 días) vs esperada (90 días): 363 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-09),3,True
2801,1078,2022-07-12,2023-01-07,2180.9,30 días,Pendiente,90,5,2,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (179 días) vs esperada (30 días): 149 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-07),3,True
2802,1016,2022-02-11,2023-12-12,3302.08,60 días,Retrasado,60,0,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (669 días) vs esperada (60 días): 609 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2803,1059,2022-12-16,2023-01-06,8210.42,60 días,Pendiente,60,10,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (21 días) vs esperada (60 días): 39 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-06),2,True
2804,1086,2022-12-05,2023-02-05,5411.6,60 días,Pagado,30,5,0,Efectivo,Alice,False,,,False,,,False,,,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,1,True
2805,1087,2022-10-04,2023-01-08,8613.41,90 días,Pendiente,30,5,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (96 días) vs esperada (90 días): 6 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-08),3,True
2806,1044,2022-03-10,2023-07-31,2209.05,90 días,Pendiente,60,0,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (508 días) vs esperada (90 días): 418 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-31),3,True
2807,1082,2022-12-01,2023-02-21,6117.01,30 días,Pagado,90,10,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (82 días) vs esperada (30 días): 52 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
2808,1068,2022-06-28,2023-09-27,929.53,90 días,Retrasado,30,0,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (456 días) vs esperada (90 días): 366 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
2809,1031,2022-03-02,2023-02-24,6466.3,90 días,Pagado,60,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (359 días) vs esperada (90 días): 269 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
2810,1043,2022-04-02,2023-12-18,7649.09,60 días,Pagado,30,0,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (625 días) vs esperada (60 días): 565 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2811,1064,2022-10-03,2023-08-18,5890.82,30 días,Pagado,60,10,1,Cheque,Bob,True,DUPLICATE_TRANSACTION,ID duplicado 2 veces. Diferencias en: ninguna,False,,,True,TEMPORAL_ANOMALY,Diferencia real (319 días) vs esperada (30 días): 289 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),5,True
2812,1086,2022-07-21,2023-06-30,2735.69,60 días,Pendiente,60,10,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (344 días) vs esperada (60 días): 284 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-06-30),2,True
2813,1007,2022-09-28,2023-04-24,410.29,30 días,Pendiente,30,0,2,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (208 días) vs esperada (30 días): 178 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-24),2,True
2814,1076,2022-03-07,2023-05-27,1282.54,30 días,Pagado,30,10,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (446 días) vs esperada (30 días): 416 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
2815,1071,2022-04-25,2023-05-10,6260.8,90 días,Pagado,60,0,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (380 días) vs esperada (90 días): 290 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2816,1086,2022-01-02,2023-04-10,9350.76,60 días,Retrasado,90,0,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (463 días) vs esperada (60 días): 403 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
2817,1042,2022-01-12,2023-01-19,2144.69,90 días,Pendiente,60,10,2,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (372 días) vs esperada (90 días): 282 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-19),3,True
2818,1000,2022-06-02,2023-01-14,7376.76,90 días,Pendiente,90,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (226 días) vs esperada (90 días): 136 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-14),2,True
2819,1050,2022-08-26,2023-11-15,8677.87,90 días,Pendiente,90,0,0,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (446 días) vs esperada (90 días): 356 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-15),2,True
2820,1023,2022-12-11,2023-02-18,5256.73,30 días,Pendiente,90,5,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (69 días) vs esperada (30 días): 39 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-18),3,True
2821,1098,2022-10-06,2023-01-31,6725.73,60 días,Pagado,30,0,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (117 días) vs esperada (60 días): 57 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2822,1023,2022-08-06,2023-11-02,8168.65,60 días,Pagado,60,5,2,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (453 días) vs esperada (60 días): 393 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
2823,1016,2022-09-30,2023-12-04,2680.68,90 días,Retrasado,60,5,0,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (430 días) vs esperada (90 días): 340 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2824,1004,2022-07-14,2023-04-23,3039.27,30 días,Pendiente,90,0,2,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (283 días) vs esperada (30 días): 253 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-23),3,True
2825,1019,2022-04-28,2023-11-04,106.21,60 días,Pendiente,90,0,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (555 días) vs esperada (60 días): 495 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-04),3,True
